Speaker,,Start,End,Start_seconds,Start_samples,End_seconds,End_samples
Ichinose,3,0:00:08.85,0:00:10.00,8.85,390285,10.0,441000
Ichinose,9,0:00:22.45,0:00:29.11,22.45,990045,29.11,1283751
Ichinose,10,0:00:29.11,0:00:33.82,29.11,1283751,33.82,1491462
Ichinose,11,0:00:33.82,0:00:36.39,33.82,1491462,36.39,1604799
Ichinose,12,0:00:36.39,0:00:38.91,36.39,1604799,38.91,1715930
Ichinose,14,0:00:41.20,0:00:45.60,41.2,1816920,45.6,2010960
Ichinose,20,0:00:59.08,0:01:03.37,59.08,2605428,63.37,2794617
Ichinose,24,0:01:12.22,0:01:16.13,72.22,3184902,76.13,3357333
Ichinose,25,0:01:16.13,0:01:19.48,76.13,3357333,79.48,3505068
Ichinose,37,0:01:49.82,0:01:54.21,109.82,4843062,114.21000000000001,5036661
Ichinose,38,0:01:54.21,0:01:57.65,114.21000000000001,5036661,117.65,5188365
Ichinose,43,0:02:11.82,0:02:14.91,131.82,5813262,134.91,5949531
Ichinose,48,0:02:28.00,0:02:33.24,148.0,6526800,153.24,6757884
Ichinose,49,0:02:33.24,0:02:38.13,153.24,6757884,158.13,6973533
Ichinose,50,0:02:38.13,0:02:41.20,158.13,6973533,161.2,7108919
Ichinose,52,0:02:44.62,0:02:48.69,164.62,7259742,168.69,7439229
Ichinose,53,0:02:48.69,0:02:51.44,168.69,7439229,171.44,7560504
Ichinose,54,0:02:51.44,0:02:53.31,171.44,7560504,173.31,7642971
Ichinose,55,0:02:55.31,0:02:57.42,175.31,7731171,177.42000000000002,7824222
Ichinose,56,0:02:57.42,0:02:59.68,177.42000000000002,7824222,179.68,7923888
Ichinose,57,0:02:59.68,0:03:01.71,179.68,7923888,181.71,8013411
Ichinose,62,0:03:17.31,0:03:21.02,197.31,8701371,201.02,8864982
Ichinose,67,0:03:34.28,0:03:35.95,214.28,9449748,215.95,9523395
Ichinose,77,0:04:04.62,0:04:08.67,244.62,10787742,248.67,10966347
Ichinose,78,0:04:08.67,0:04:12.28,248.67,10966347,252.28,11125548
Ichinose,79,0:04:12.28,0:04:16.11,252.28,11125548,256.11,11294451
Ichinose,80,0:04:18.11,0:04:21.66,258.11,11382651,261.66,11539206
Ichinose,81,0:04:21.66,0:04:24.78,261.66,11539206,264.78,11676797
Ichinose,82,0:04:24.78,0:04:28.34,264.78,11676797,268.34,11833793
Ichinose,83,0:04:28.34,0:04:30.97,268.34,11833793,270.97,11949777
Ichinose,85,0:04:34.40,0:04:37.88,274.4,12101039,277.88,12254508
Ichinose,88,0:04:43.48,0:04:45.94,283.48,12501468,285.94,12609954
Ichinose,90,0:04:48.00,0:04:51.65,288.0,12700800,291.65,12861764
Ichinose,92,0:04:53.20,0:04:54.65,293.2,12930120,294.65,12994064
Ichinose,96,0:05:05.79,0:05:09.05,305.79,13485339,309.05,13629105
Ichinose,98,0:05:13.02,0:05:15.83,313.02,13804182,315.83,13928103
Ichinose,99,0:05:15.83,0:05:19.94,315.83,13928103,319.94,14109354
Ichinose,102,0:05:22.00,0:05:24.80,322.0,14200200,324.8,14323680
Ichinose,104,0:05:24.62,0:05:26.40,324.62,14315742,326.4,14394239
Ichinose,107,0:05:31.02,0:05:33.50,331.02,14597982,333.5,14707350
Ichinose,108,0:05:33.50,0:05:36.53,333.5,14707350,336.53,14840972
Ichinose,109,0:05:36.53,0:05:39.25,336.53,14840972,339.25,14960925
Ichinose,111,0:05:40.34,0:05:42.05,340.34000000000003,15008994,342.05,15084405
Ichinose,113,0:05:44.57,0:05:47.08,344.57,15195537,347.08,15306228
Ichinose,115,0:05:49.31,0:05:51.48,349.31,15404571,351.48,15500268
Ichinose,117,0:05:54.00,0:05:57.94,354.0,15611400,357.94,15785154
Ichinose,119,0:05:58.51,0:06:00.17,358.51,15810291,360.17,15883497
Ichinose,128,0:06:24.20,0:06:26.22,384.2,16943220,386.22,17032302
Ichinose,133,0:06:36.68,0:06:40.23,396.68,17493588,400.23,17650143
Ichinose,134,0:06:40.23,0:06:43.37,400.23,17650143,403.37,17788617
Ichinose,135,0:06:43.37,0:06:45.71,403.37,17788617,405.71,17891811
Ichinose,140,0:06:58.91,0:07:01.59,418.90999999999997,18473931,421.59,18592119
Ichinose,141,0:07:01.59,0:07:05.02,421.59,18592119,425.02,18743382
Ichinose,149,0:07:26.85,0:07:29.32,446.85,19706085,449.32,19815012
Ichinose,150,0:07:29.32,0:07:31.31,449.32,19815012,451.31,19902771
Ichinose,153,0:07:37.20,0:07:41.37,457.2,20162520,461.37,20346417
Ichinose,156,0:07:50.74,0:07:52.11,470.74,20759634,472.11,20820051
Ichinose,160,0:07:58.45,0:08:00.57,478.45,21099645,480.57,21193137
Ichinose,164,0:08:06.80,0:08:10.17,486.8,21467880,490.17,21616497
Ichinose,172,0:08:35.54,0:08:36.91,515.54,22735314,516.91,22795731
Ichinose,177,0:08:47.42,0:08:49.25,527.42,23259222,529.25,23339925
Ichinose,180,0:08:57.20,0:08:59.20,537.2,23690520,539.2,23778720
Ichinose,183,0:09:03.54,0:09:06.15,543.54,23970114,546.15,24085215
Ichinose,184,0:09:06.15,0:09:08.05,546.15,24085215,548.05,24169004
Ichinose,188,0:09:18.11,0:09:20.73,558.11,24612651,560.73,24728193
Ichinose,189,0:09:20.73,0:09:23.88,560.73,24728193,563.88,24867108
Ichinose,191,0:09:25.08,0:09:29.15,565.08,24920028,569.15,25099515
Ichinose,192,0:09:29.15,0:09:30.80,569.15,25099515,570.8,25172279
Ichinose,194,0:09:32.80,0:09:36.55,572.8,25260479,576.55,25425854
Ichinose,198,0:09:50.35,0:09:54.62,590.35,26034435,594.62,26222742
Ichinose,200,0:09:57.37,0:10:00.50,597.37,26344017,600.5,26482050
Ichinose,201,0:10:00.50,0:10:02.90,600.5,26482050,602.9,26587890
Ichinose,202,0:10:02.90,0:10:05.82,602.9,26587890,605.82,26716662
Ichinose,203,0:10:07.71,0:10:14.48,607.71,26800011,614.48,27098568
Ichinose,204,0:10:14.48,0:10:19.25,614.48,27098568,619.25,27308925
Ichinose,205,0:10:19.25,0:10:21.88,619.25,27308925,621.88,27424908
Ichinose,207,0:10:21.94,0:10:26.57,621.94,27427554,626.57,27631737
Ichinose,213,0:10:37.08,0:10:40.35,637.08,28095228,640.35,28239435
Ichinose,216,0:10:44.28,0:10:46.22,644.28,28412748,646.22,28498302
Ichinose,217,0:10:46.30,0:10:47.20,646.3,28501829,647.2,28541520
Ichinose,219,0:10:49.71,0:10:51.91,649.71,28652211,651.91,28749231
Ichinose,220,0:10:51.91,0:10:53.98,651.91,28749231,653.98,28840518
Ichinose,221,0:10:53.98,0:10:56.11,653.98,28840518,656.11,28934451
Ichinose,225,0:11:01.14,0:11:03.19,661.14,29156274,663.19,29246679
Ichinose,226,0:11:03.19,0:11:05.08,663.19,29246679,665.08,29330028
Ichinose,230,0:11:09.88,0:11:11.22,669.88,29541708,671.22,29600802
Ichinose,231,0:11:11.22,0:11:13.08,671.22,29600802,673.08,29682828
Ichinose,233,0:11:14.05,0:11:15.48,674.05,29725604,675.48,29788668
Ichinose,236,0:11:19.68,0:11:22.85,679.68,29973887,682.85,30113685
Ichinose,238,0:11:25.40,0:11:28.28,685.4,30226140,688.28,30353148
Ichinose,239,0:11:28.28,0:11:30.86,688.28,30353148,690.86,30466926
Ichinose,240,0:11:30.86,0:11:33.85,690.86,30466926,693.85,30598785
Ichinose,241,0:11:33.85,0:11:38.61,693.85,30598785,698.61,30808701
Ichinose,242,0:11:38.61,0:11:40.85,698.61,30808701,700.85,30907485
Ichinose,243,0:11:40.75,0:11:45.85,700.75,30903075,705.85,31127985
Ichinose,245,0:11:49.30,0:11:55.15,709.3,31280129,715.15,31538115
Ichinose,247,0:11:58.55,0:12:06.05,718.55,31688054,726.05,32018804
Ichinose,249,0:12:07.25,0:12:09.15,727.25,32071725,729.15,32155515
Ichinose,255,0:12:29.60,0:12:34.85,749.6,33057360,754.85,33288885
Ichinose,256,0:12:34.85,0:12:40.50,754.85,33288885,760.5,33538050
Ichinose,257,0:12:40.50,0:12:42.05,760.5,33538050,762.05,33606405
Ichinose,259,0:12:43.80,0:12:46.50,763.8,33683580,766.5,33802650
Ichinose,261,0:12:47.80,0:12:49.30,767.8,33859980,769.3,33926130
Ichinose,262,0:12:50.80,0:12:53.80,770.8,33992280,773.8,34124580
Ichinose,264,0:12:56.05,0:12:57.80,776.05,34223805,777.8,34300980
Ichinose,268,0:13:05.50,0:13:07.45,785.5,34640550,787.45,34726545
Ichinose,270,0:13:08.60,0:13:10.35,788.6,34777260,790.35,34854435
Ichinose,272,0:13:12.80,0:13:18.95,792.8,34962480,798.95,35233695
Ichinose,273,0:13:19.55,0:13:23.50,799.55,35260155,803.5,35434350
Ichinose,275,0:13:26.20,0:13:31.95,806.2,35553420,811.95,35806995
Ichinose,280,0:13:43.30,0:13:48.47,823.3,36307530,828.47,36535527
Ichinose,281,0:13:48.47,0:13:52.30,828.47,36535527,832.3,36704430
Ichinose,283,0:13:56.60,0:13:58.75,836.6,36894060,838.75,36988875
Ichinose,286,0:14:04.60,0:14:08.72,844.6,37246860,848.72,37428552
Ichinose,287,0:14:08.72,0:14:13.15,848.72,37428552,853.15,37623915
Ichinose,289,0:14:15.15,0:14:18.30,855.15,37712115,858.3,37851030
Ichinose,291,0:14:19.85,0:14:23.55,859.85,37919385,863.55,38082555
Ichinose,294,0:14:29.60,0:14:30.85,869.6,38349360,870.85,38404485
Ichinose,297,0:14:36.85,0:14:41.06,876.85,38669085,881.06,38854746
Ichinose,298,0:14:41.06,0:14:44.35,881.06,38854746,884.35,38999835
Ichinose,299,0:14:44.35,0:14:47.15,884.35,38999835,887.15,39123315
Ichinose,300,0:14:47.15,0:14:49.86,887.15,39123315,889.86,39242826
Ichinose,301,0:14:49.86,0:14:52.48,889.86,39242826,892.48,39358368
Ichinose,302,0:14:52.48,0:14:55.30,892.48,39358368,895.3,39482730
Ichinose,304,0:14:56.95,0:14:58.90,896.95,39555495,898.9,39641490
Ichinose,306,0:15:05.25,0:15:11.10,905.25,39921525,911.1,40179510
Ichinose,310,0:15:19.20,0:15:21.70,919.2,40536720,921.7,40646970
Ichinose,311,0:15:22.80,0:15:26.75,922.8,40695480,926.75,40869675
Ichinose,314,0:15:33.20,0:15:38.49,933.2,41154120,938.49,41387409
Ichinose,315,0:15:38.49,0:15:43.60,938.49,41387409,943.6,41612760
Ichinose,316,0:15:44.05,0:15:49.50,944.05,41632605,949.5,41872950
Ichinose,319,0:15:53.35,0:15:55.90,953.35,42042735,955.9,42155190
Ichinose,322,0:16:02.50,0:16:08.35,962.5,42446250,968.35,42704235
Ichinose,324,0:16:11.55,0:16:13.20,971.55,42845355,973.2,42918120
Ichinose,326,0:16:18.75,0:16:22.30,978.75,43162875,982.3,43319430
Ichinose,329,0:16:29.30,0:16:31.82,989.3,43628130,991.82,43739262
Ichinose,330,0:16:31.82,0:16:34.80,991.82,43739262,994.8,43870680
Ichinose,331,0:16:34.80,0:16:39.60,994.8,43870680,999.6,44082360
Ichinose,335,0:16:48.50,0:16:51.90,1008.5,44474850,1011.9,44624790
Ichinose,338,0:16:54.45,0:16:56.04,1014.45,44737245,1016.04,44807364
Ichinose,339,0:16:56.04,0:16:57.60,1016.04,44807364,1017.6,44876160
Ichinose,340,0:16:58.25,0:17:01.05,1018.25,44904825,1021.05,45028305
Ichinose,341,0:17:02.35,0:17:04.25,1022.35,45085635,1024.25,45169425
Ichinose,342,0:17:05.35,0:17:07.27,1025.35,45217934,1027.27,45302607
Ichinose,343,0:17:07.27,0:17:08.15,1027.27,45302607,1028.15,45341415
Ichinose,345,0:17:13.80,0:17:17.24,1033.8,45590580,1037.24,45742284
Ichinose,346,0:17:17.24,0:17:20.30,1037.24,45742284,1040.3,45877230
Ichinose,349,0:17:25.65,0:17:31.50,1045.65,46113165,1051.5,46371150
Ichinose,354,0:17:42.80,0:17:44.75,1062.8,46869480,1064.75,46955475
Ichinose,358,0:17:52.70,0:17:56.15,1072.7,47306070,1076.15,47458215
Ichinose,360,0:17:59.20,0:18:02.31,1079.2,47592720,1082.31,47729871
Ichinose,361,0:18:02.31,0:18:04.85,1082.31,47729871,1084.85,47841884
Ichinose,363,0:18:07.40,0:18:11.40,1087.4,47954340,1091.4,48130740
Ichinose,369,0:18:26.10,0:18:30.30,1106.1,48779009,1110.3,48964230
Ichinose,370,0:18:30.30,0:18:34.85,1110.3,48964230,1114.85,49164884
Ichinose,373,0:18:41.75,0:18:46.10,1121.75,49469175,1126.1,49661009
Ichinose,374,0:18:46.10,0:18:48.15,1126.1,49661009,1128.15,49751415
Ichinose,375,0:18:49.45,0:18:51.15,1129.45,49808745,1131.15,49883715
Ichinose,377,0:18:53.00,0:18:54.90,1133.0,49965300,1134.9,50049090
Ichinose,378,0:18:54.90,0:18:56.45,1134.9,50049090,1136.45,50117445
Ichinose,381,0:19:01.45,0:19:03.45,1141.45,50337945,1143.45,50426145
Ichinose,385,0:19:08.80,0:19:12.70,1148.8,50662080,1152.7,50834070
Ichinose,386,0:19:12.70,0:19:15.65,1152.7,50834070,1155.65,50964165
Ichinose,389,0:19:19.20,0:19:21.95,1159.2,51120720,1161.95,51241995
Ichinose,397,0:19:49.90,0:19:50.75,1189.9,52474590,1190.75,52512075
Ichinose,399,0:19:55.00,0:19:57.80,1195.0,52699500,1197.8,52822980
Ichinose,401,0:20:00.25,0:20:06.40,1200.25,52931025,1206.4,53202240
Ichinose,403,0:20:10.25,0:20:14.35,1210.25,53372025,1214.35,53552834
Ichinose,407,0:20:21.40,0:20:24.10,1221.4,53863740,1224.1,53982809
Ichinose,411,0:20:36.20,0:20:39.60,1236.2,54516420,1239.6,54666359
Ichinose,412,0:20:39.60,0:20:42.40,1239.6,54666359,1242.4,54789840
Ichinose,415,0:20:47.70,0:20:49.90,1247.7,55023570,1249.9,55120590
Ichinose,417,0:20:52.90,0:20:56.97,1252.9,55252890,1256.97,55432377
Ichinose,418,0:20:56.97,0:20:58.18,1256.97,55432377,1258.18,55485738
Ichinose,419,0:20:58.18,0:21:03.20,1258.18,55485738,1263.2,55707120
Ichinose,421,0:21:05.30,0:21:08.05,1265.3,55799730,1268.05,55921005
Ichinose,423,0:21:11.00,0:21:12.70,1271.0,56051100,1272.7,56126070
Ichinose,424,0:21:12.70,0:21:15.25,1272.7,56126070,1275.25,56238525
Ichinose,426,0:21:16.85,0:21:21.00,1276.85,56309084,1281.0,56492100
Ichinose,427,0:21:21.00,0:21:23.40,1281.0,56492100,1283.4,56597940
Ichinose,429,0:21:24.35,0:21:25.31,1284.35,56639834,1285.31,56682171
Ichinose,430,0:21:25.31,0:21:28.13,1285.31,56682171,1288.13,56806533
Ichinose,431,0:21:28.13,0:21:30.60,1288.13,56806533,1290.6,56915459
Ichinose,433,0:21:32.20,0:21:36.90,1292.2,56986020,1296.9,57193290
Ichinose,435,0:21:38.00,0:21:43.00,1298.0,57241800,1303.0,57462300
Ichinose,437,0:21:43.40,0:21:47.20,1303.4,57479940,1307.2,57647520
Ichinose,439,0:21:48.55,0:21:51.40,1308.55,57707055,1311.4,57832740
Ichinose,440,0:21:52.45,0:21:56.75,1312.45,57879045,1316.75,58068675
Ichinose,442,0:22:01.35,0:22:05.93,1321.35,58271534,1325.93,58473513
Ichinose,443,0:22:05.93,0:22:13.15,1325.93,58473513,1333.15,58791915
Ichinose,446,0:22:21.75,0:22:29.10,1341.75,59171175,1349.1,59495309
Ichinose,447,0:22:30.10,0:22:31.70,1350.1,59539409,1351.7,59609970
Ichinose,450,0:22:40.45,0:22:42.55,1360.45,59995845,1362.55,60088455
Ichinose,454,0:22:52.10,0:22:52.75,1372.1,60509609,1372.75,60538275
Ichinose,455,0:22:52.75,0:22:56.95,1372.75,60538275,1376.95,60723495
Ichinose,458,0:23:02.60,0:23:05.34,1382.6,60972659,1385.34,61093494
Ichinose,459,0:23:05.34,0:23:07.60,1385.34,61093494,1387.6,61193159
Ichinose,460,0:23:07.60,0:23:08.95,1387.6,61193159,1388.95,61252695
Ichinose,463,0:23:17.50,0:23:21.80,1397.5,61629750,1401.8,61819380
Ichinose,465,0:23:24.75,0:23:25.65,1404.75,61949475,1405.65,61989165
Ichinose,467,0:23:28.55,0:23:29.30,1408.55,62117055,1409.3,62150130
Ichinose,470,0:23:35.15,0:23:36.10,1415.15,62408115,1416.1,62450009
Ichinose,471,0:23:36.70,0:23:37.55,1416.7,62476470,1417.55,62513955
Ichinose,473,0:23:39.75,0:23:45.10,1419.75,62610975,1425.1,62846909
Ichinose,475,0:23:48.95,0:23:50.90,1428.95,63016695,1430.9,63102690
Ichinose,477,0:23:54.25,0:23:57.15,1434.25,63250425,1437.15,63378315
Ichinose,484,0:24:15.60,0:24:16.45,1455.6,64191959,1456.45,64229445
Ichinose,488,0:24:23.65,0:24:25.40,1463.65,64546965,1465.4,64624140
Ichinose,491,0:24:29.10,0:24:30.70,1469.1,64787309,1470.7,64857870
Ichinose,492,0:24:30.70,0:24:33.10,1470.7,64857870,1473.1,64963709
Ichinose,493,0:24:33.75,0:24:35.69,1473.75,64992375,1475.69,65077929
Ichinose,494,0:24:35.69,0:24:37.68,1475.69,65077929,1477.68,65165688
Ichinose,495,0:24:37.68,0:24:39.45,1477.68,65165688,1479.45,65243745
Ichinose,496,0:24:39.45,0:24:42.57,1479.45,65243745,1482.57,65381337
Ichinose,497,0:24:42.57,0:24:43.90,1482.57,65381337,1483.9,65439990
Ichinose,498,0:24:43.90,0:24:46.35,1483.9,65439990,1486.35,65548034
Ichinose,499,0:24:46.35,0:24:50.09,1486.35,65548034,1490.09,65712969
Ichinose,500,0:24:50.09,0:24:54.40,1490.09,65712969,1494.4,65903040
Ichinose,501,0:24:54.40,0:24:57.25,1494.4,65903040,1497.25,66028725
Ichinose,503,0:24:58.75,0:25:00.35,1498.75,66094875,1500.35,66165434
Ichinose,504,0:25:01.40,0:25:02.55,1501.4,66211740,1502.55,66262455
Ichinose,506,0:25:06.60,0:25:11.85,1506.6,66441059,1511.85,66672584
Ichinose,508,0:25:16.70,0:25:18.45,1516.7,66886470,1518.45,66963645
Ichinose,510,0:25:19.85,0:25:21.80,1519.85,67025384,1521.8,67111380
Ichinose,512,0:25:26.20,0:25:31.65,1526.2,67305420,1531.65,67545765
Ichinose,513,0:25:31.65,0:25:35.40,1531.65,67545765,1535.4,67711140
Ichinose,514,0:25:35.40,0:25:39.15,1535.4,67711140,1539.15,67876515
Ichinose,515,0:25:39.15,0:25:43.15,1539.15,67876515,1543.15,68052915
Ichinose,516,0:25:44.20,0:25:47.35,1544.2,68099220,1547.35,68238135
Ichinose,517,0:25:47.35,0:25:50.00,1547.35,68238135,1550.0,68355000
Ichinose,518,0:25:51.80,0:25:54.18,1551.8,68434380,1554.18,68539338
Ichinose,519,0:25:54.18,0:25:57.53,1554.18,68539338,1557.53,68687073
Ichinose,520,0:25:57.53,0:25:59.55,1557.53,68687073,1559.55,68776155
Ichinose,522,0:26:00.85,0:26:05.45,1560.85,68833485,1565.45,69036345
Ichinose,523,0:26:06.90,0:26:09.65,1566.9,69100290,1569.65,69221565
Ichinose,524,0:26:10.75,0:26:16.00,1570.75,69270075,1576.0,69501600
Ichinose,526,0:26:18.05,0:26:20.95,1578.05,69592005,1580.95,69719895
Ichinose,528,0:26:24.20,0:26:27.50,1584.2,69863220,1587.5,70008750
Ichinose,530,0:26:28.60,0:26:30.20,1588.6,70057260,1590.2,70127820
Ichinose,532,0:26:36.30,0:26:38.25,1596.3,70396830,1598.25,70482825
Ichinose,534,0:26:43.90,0:26:45.30,1603.9,70731990,1605.3,70793730
Ichinose,535,0:26:46.30,0:26:48.15,1606.3,70837830,1608.15,70919415
Ichinose,537,0:26:52.80,0:26:57.95,1612.8,71124480,1617.95,71351595
Ichinose,539,0:27:00.90,0:27:03.63,1620.9,71481690,1623.63,71602083
Ichinose,540,0:27:03.63,0:27:06.75,1623.63,71602083,1626.75,71739675
Ichinose,541,0:27:06.75,0:27:08.90,1626.75,71739675,1628.9,71834490
Ichinose,543,0:27:10.55,0:27:16.96,1630.55,71907255,1636.96,72189936
Ichinose,544,0:27:16.96,0:27:19.00,1636.96,72189936,1639.0,72279900
Ichinose,546,0:27:21.65,0:27:24.60,1641.65,72396765,1644.6,72526860
Ichinose,548,0:27:26.50,0:27:27.45,1646.5,72610650,1647.45,72652545
Ichinose,551,0:27:34.10,0:27:36.10,1654.1,72945810,1656.1,73034010
Ichinose,553,0:27:39.55,0:27:42.34,1659.55,73186155,1662.34,73309194
Ichinose,554,0:27:42.34,0:27:45.35,1662.34,73309194,1665.35,73441935
Ichinose,555,0:27:47.50,0:27:54.55,1667.5,73536750,1674.55,73847655
Ichinose,556,0:27:54.55,0:27:57.05,1674.55,73847655,1677.05,73957905
Ichinose,557,0:27:57.05,0:27:58.55,1677.05,73957905,1678.55,74024055
Ichinose,558,0:27:58.55,0:28:01.40,1678.55,74024055,1681.4,74149740
Ichinose,559,0:28:01.40,0:28:02.90,1681.4,74149740,1682.9,74215890
Ichinose,560,0:28:02.90,0:28:05.92,1682.9,74215890,1685.92,74349072
Ichinose,561,0:28:05.92,0:28:08.80,1685.92,74349072,1688.8,74476080
Ichinose,562,0:28:08.80,0:28:15.85,1688.8,74476080,1695.85,74786985
Ichinose,564,0:28:17.10,0:28:19.55,1697.1,74842110,1699.55,74950155
Ichinose,566,0:28:20.95,0:28:23.55,1700.95,75011895,1703.55,75126555
Ichinose,568,0:28:25.30,0:28:26.60,1705.3,75203730,1706.6,75261060
Ichinose,570,0:28:30.60,0:28:34.95,1710.6,75437460,1714.95,75629295
Ichinose,572,0:28:37.90,0:28:39.90,1717.9,75759390,1719.9,75847590
Ichinose,573,0:28:39.90,0:28:43.45,1719.9,75847590,1723.45,76004145
Ichinose,575,0:28:44.85,0:28:47.88,1724.85,76065885,1727.88,76199508
Ichinose,576,0:28:47.88,0:28:53.05,1727.88,76199508,1733.05,76427505
Ichinose,578,0:28:56.35,0:29:00.99,1736.35,76573035,1740.99,76777659
Ichinose,579,0:29:00.99,0:29:04.00,1740.99,76777659,1744.0,76910400
Ichinose,581,0:29:09.30,0:29:10.50,1749.3,77144130,1750.5,77197050
